dt,so2,no2,co,o3,pm10,pm2.5
2002-02-25,0.00729,0.03705,0.4875,0.00204,90.56,45.38
2002-02-26,0.006668,0.03955,0.546,0.002125,75.06,48.53
2002-02-27,0.00775,0.04712,0.7456,0.003084,127.2,87.44
2002-02-28,0.00675,0.04047,0.6206,0.002459,143.8,101.94
2002-03-01,0.00617,0.06033,1.025,0.002,235.8,147.2
2002-03-02,0.00729,0.04892,0.9043,0.001959,207.6,144.1
2002-03-03,0.00575,0.02754,0.4292,0.002459,83.25,38.97
2002-03-04,0.005085,0.03705,0.567,0.001375,77.94,46.6
2002-03-05,0.00562,0.04852,0.7476,0.0003333,66.94,46.75
2002-03-07,0.001875,0.03104,0.533,0.012146,29.42,14.914
2002-03-08,0.005085,0.04843,0.896,0.00825,36.12,25.22
2002-03-09,0.00796,0.04584,1.004,0.01758,76.5,46.03
2002-03-10,0.001542,0.02716,0.4167,0.01717,62.9,33.38
2002-03-11,0.005566,0.04626,0.748,0.008736,53.44,23.73
2002-03-12,0.00896,0.05347,0.7793,0.004333,63.88,30.14
2002-03-13,0.00916,0.05942,1.0,0.003876,69.06,47.16
2002-03-14,0.00963,0.0722,1.225,0.001125,81.06,42.44
2002-03-15,0.005123,0.05356,0.7793,0.002083,73.7,51.84
2002-03-16,0.006042,0.04495,0.5957,0.004833,42.62,30.3
2002-03-17,0.003666,0.0322,0.5293,0.008545,221.0,99.1
2002-03-18,0.0045,0.03833,0.7227,0.0055,191.6,92.3
2002-03-19,0.005375,0.04346,0.6543,0.005417,95.1,56.0
2002-03-20,0.00671,0.04822,1.0205,0.002832,112.56,75.2
2002-03-21,0.001708,0.02667,0.5835,0.003347,1014.5,255.1
2002-03-22,0.002209,0.02747,0.4958,0.00625,1153.0,224.1
2002-03-23,0.002542,0.02812,0.4126,0.01087,105.5,31.95
2002-03-24,0.004124,0.03766,0.4875,0.00833,152.8,45.12
2002-03-25,0.006916,0.05786,0.954,0.0025,147.1,65.3
2002-03-26,0.006542,0.05746,0.8623,0.005165,161.2,75.3
2002-03-27,0.004665,0.05234,0.696,0.00729,103.25,48.62
2002-03-28,0.00733,0.0625,0.8125,0.00629,109.44,48.34
2002-03-29,0.00452,0.0625,0.7417,0.00579,96.06,49.4
2002-03-30,0.00733,0.07465,0.954,4.166e-05,111.44,56.6
2002-03-31,0.00396,0.06024,0.8374,0.001959,120.1,67.5
2002-04-01,0.007793,0.06195,0.9585,0.00825,143.6,81.2
2002-04-02,0.008415,0.0912,1.241,0.005165,189.0,97.8
2002-04-03,0.005665,0.06244,0.7393,0.00857,105.7,48.25
2002-04-04,0.005333,0.0694,0.975,0.00575,76.25,32.66
2002-04-05,0.00525,0.05505,0.7915,0.01425,95.9,46.12
2002-04-06,0.003542,0.03717,0.579,0.0065,35.1,23.39
2002-04-07,0.003084,0.03925,0.6206,0.00575,83.94,45.5
2002-04-08,0.002583,0.0327,0.4666,0.008835,1013.0,309.5
2002-04-09,0.002583,0.03041,0.4624,0.01154,767.0,183.0
2002-04-10,0.0045,0.03976,0.592,0.01412,204.0,63.72
2002-04-11,0.00546,0.06088,0.7373,0.005,100.94,56.84
2002-04-12,0.006416,0.0503,0.796,0.013374,181.1,86.3
2002-04-13,0.004,0.0342,0.625,0.014,91.7,52.1
2002-04-14,0.003918,0.01813,0.4875,0.01909,133.4,50.53
2002-04-15,0.003304,0.01996,0.5825,0.007435,73.56,31.7
2002-04-16,0.002832,0.01941,0.6123,0.0002916,53.03,36.5
2002-04-17,0.00175,0.013664,0.3374,0.00858,237.8,71.06
2002-04-18,0.002832,0.02434,0.575,0.007458,133.6,40.78
2002-04-19,0.004,0.03488,0.8457,0.005375,165.0,64.44
2002-04-20,0.004417,0.04532,1.037,0.005207,143.2,67.4
2002-04-21,0.004208,0.04224,0.946,0.005585,106.06,57.25
2002-04-22,0.00404,0.05057,0.9,0.0045,74.06,47.34
2002-04-23,0.003918,0.03796,0.554,0.0085,56.9,37.9
2002-04-24,0.001833,0.01567,0.275,0.02716,75.2,37.47
2002-04-25,0.002542,0.02396,0.4917,0.01512,62.12,29.95
2002-04-26,0.003653,0.0339,0.5654,0.01778,76.4,35.75
2002-04-27,0.004917,0.03992,0.5874,0.01466,64.6,39.38
2002-04-28,0.003708,0.02754,0.4875,0.01817,49.72,31.28
2002-04-29,0.003374,0.02367,0.7417,0.006416,40.47,31.23
2002-04-30,0.002832,0.03017,0.6333,0.00409,51.5,22.9
2002-05-01,0.002459,0.02254,0.4126,0.01587,42.75,21.27
2002-05-02,0.002333,0.0253,0.4375,0.02054,40.75,20.36
2002-05-03,0.00275,0.03217,0.65,0.007374,47.03,33.62
2002-05-04,0.002916,0.03424,0.808,0.010124,84.7,58.22
2002-05-05,0.003542,0.03046,0.771,0.01833,73.4,44.5
2002-05-06,0.002459,0.02621,0.5,0.01033,79.44,48.9
2002-05-07,0.001826,0.01721,0.3696,0.01822,17.66,14.336
2002-05-08,0.00275,0.03104,0.579,0.01741,32.97,17.27
2002-05-09,0.003334,0.03375,0.5957,0.01346,63.88,33.84
2002-05-10,0.004696,0.0394,0.8306,0.007454,85.06,51.38
2002-05-11,0.005653,0.03674,0.7563,0.01078,74.56,51.5
2002-05-12,0.0035,0.03305,0.729,0.01204,89.7,58.75
2002-05-13,0.00425,0.03525,0.825,0.013374,85.25,52.6
2002-05-14,0.003584,0.02933,0.692,0.013084,98.4,59.9
2002-05-15,0.002417,0.01808,0.4583,0.01292,64.3,35.25
2002-05-16,0.001957,0.01591,0.4087,0.012344,23.27,10.914
2002-05-17,0.002417,0.02487,0.5,0.005665,32.78,21.05
2002-05-18,0.003304,0.02774,0.6,0.00817,60.2,34.03
2002-05-19,0.00446,0.03012,0.6626,0.01342,72.3,50.2
2002-05-20,0.005085,0.03772,0.829,0.00792,90.44,60.12
2002-05-21,0.005,0.03983,0.8335,0.01146,91.94,61.25
2002-05-22,0.005478,0.03406,0.9043,0.02412,120.3,70.0
2002-05-23,0.003666,0.02225,0.7627,0.02205,97.06,55.9
2002-05-24,0.00396,0.02538,0.704,0.02112,78.3,45.28
2002-05-25,0.00404,0.02296,0.567,0.02988,79.2,47.72
2002-05-26,0.003166,0.01613,0.4792,0.029,67.56,45.8
2002-05-27,0.002333,0.02571,0.5415,0.018,53.78,26.7
2002-05-28,0.003584,0.03665,0.675,0.014336,74.6,46.9
2002-05-29,0.00422,0.04468,0.7944,0.01714,74.0,47.6
2002-05-30,0.003876,0.028,0.513,0.0203,76.5,58.88
2002-05-31,0.002792,0.02583,0.5127,0.02608,82.7,59.1
2002-06-01,0.003124,0.03464,0.625,0.01546,63.03,38.84
2002-06-02,0.004665,0.02663,0.6206,0.01608,68.2,38.53
2002-06-03,0.004166,0.03513,0.829,0.01017,81.25,39.0
2002-06-04,0.00625,0.0444,0.75,0.00879,90.75,51.34
2002-06-05,0.009,0.0464,0.921,0.03183,110.1,77.56
2002-06-06,0.00904,0.0444,0.95,0.04868,155.1,112.9
2002-06-07,0.00883,0.0358,0.713,0.02704,106.44,78.5
2002-06-08,0.003876,0.02008,0.4958,0.01529,74.2,43.1
2002-06-09,0.0035,0.02066,0.65,0.01813,80.7,30.88
2002-06-10,0.003208,0.01846,0.579,0.006374,67.4,24.25
2002-06-11,0.002375,0.0203,0.5376,0.0158,80.4,18.5
2002-06-12,0.00375,0.03372,0.525,0.00325,92.4,41.9
2002-06-13,0.00325,0.02092,0.4834,0.02458,74.4,22.95
2002-06-14,0.00325,0.02658,0.4375,0.02779,61.0,22.83
2002-06-15,0.003666,0.0318,0.5127,0.01929,54.97,18.62
2002-06-16,0.002625,0.027,0.5376,0.02754,52.22,18.8
2002-06-17,0.003542,0.03778,0.65,0.02383,74.94,22.67
2002-06-18,0.004208,0.0446,0.704,0.02126,70.1,24.56
2002-06-19,0.003174,0.028,0.4956,0.01018,66.75,25.05
2002-06-20,0.002958,0.02841,0.5835,0.01733,43.34,13.04
2002-06-21,0.002958,0.02542,0.5127,0.0202,59.97,16.12
2002-06-22,0.002167,0.014206,0.2125,0.02097,23.27,19.16
2002-06-23,0.002125,0.01021,0.2542,0.00808,11.75,8.125
2002-06-24,0.002096,0.00882,0.2238,0.01018,20.1,6.91
2002-06-25,0.00275,0.01,0.375,0.0158,19.33,6.5
2002-06-26,0.003334,0.0183,0.5835,0.01129,24.7,5.793
2002-06-27,0.003292,0.02896,0.6206,0.007374,56.84,14.54
2002-06-28,0.003334,0.02841,0.592,0.01892,52.84,16.33
2002-06-29,0.0036,0.02054,0.513,0.02087,62.0,18.8
2002-07-02,0.005356,0.02528,0.7285,0.009926,45.0,28.84
2002-07-03,0.004417,0.04477,0.7456,0.014305,38.28,8.664
2002-07-04,0.004875,0.065,0.55,0.01479,47.53,10.336
2002-07-05,0.003218,0.0266,0.4084,0.002087,22.34,8.875
2002-07-06,0.002916,0.02759,0.325,0.005585,10.5,7.793
2002-07-09,0.00375,0.02425,0.3792,0.02188,40.34,16.0
2002-07-10,0.002792,0.01746,0.4583,0.01791,27.05,13.336
2002-07-11,0.002783,0.0247,0.548,0.01941,45.66,18.42
2002-07-12,0.003458,0.0287,0.546,0.01616,82.25,38.78
2002-07-13,0.003292,0.02933,0.6,0.00975,78.8,34.47
2002-07-14,0.002583,0.0207,0.7085,0.0008335,32.78,19.19
2002-07-15,0.002958,0.01984,0.579,0.007626,70.7,37.75
2002-07-16,0.002874,0.03326,0.6665,0.01554,65.25,37.34
2002-07-17,0.002375,0.02422,0.6084,0.01675,52.53,24.88
2002-07-18,0.002695,0.024,0.617,0.0213,58.88,21.05
2002-07-19,0.002874,0.01837,0.471,0.003918,16.22,8.125
2002-07-20,0.002792,0.0268,0.679,0.01175,26.92,15.78
2002-07-21,0.002666,0.02379,0.7417,0.010376,40.16,29.05
2002-07-22,0.003334,0.01842,0.6084,0.01204,26.72,24.39
2002-07-23,0.003584,0.0182,0.558,0.008415,17.0,9.21
2002-07-24,0.003292,0.02196,0.65,0.01234,41.34,15.625
2002-07-25,0.002832,0.0324,1.066,0.02162,68.3,25.05
2002-07-26,0.001792,0.01221,0.817,0.00875,53.9,13.414
2002-07-27,0.0017395,0.00796,0.3086,0.01087,30.0,13.13
2002-07-28,0.001625,0.00825,0.3958,0.02003,35.12,17.42
2002-07-29,0.002125,0.0253,0.7583,0.006668,57.03,29.25
2002-07-30,0.002459,0.02554,0.717,0.003584,51.6,27.83
2002-07-31,0.002125,0.02354,0.7666,0.002666,68.94,30.67
2002-08-01,0.002083,0.01475,0.421,0.00275,34.72,18.05
2002-08-02,0.00204,0.011086,0.35,0.003374,26.83,9.04
2002-08-03,0.001667,0.01817,0.4458,0.0162,20.3,8.5
2002-08-04,0.001708,0.01475,0.558,0.002583,22.05,8.375
2002-08-05,0.001792,0.0095,0.325,0.006874,20.58,6.582
2002-08-06,0.001913,0.01974,0.5044,0.01365,13.74,6.824
2002-08-07,0.002,0.02213,0.8584,0.00804,9.586,6.457
2002-08-08,0.001792,0.02296,1.088,0.01537,24.3,14.125
2002-08-09,0.001917,0.0157,0.7417,0.009544,17.45,6.125
2002-08-10,0.001667,0.01496,0.692,0.004623,16.17,4.75
2002-08-11,0.001625,0.01087,0.3916,0.00896,13.5,6.375
2002-08-12,0.002083,0.01775,0.8,0.004208,10.87,7.914
2002-08-13,0.002792,0.0288,1.0,0.006584,34.62,23.55
2002-08-14,0.005,0.03635,1.009,0.00546,59.25,25.95
2002-08-15,0.004833,0.02829,0.7666,0.01945,67.0,29.3
2002-08-16,0.002522,0.02208,0.825,0.00925,18.72,13.836
2002-08-17,0.002083,0.02304,0.842,0.002625,27.92,10.586
2002-08-18,0.001917,0.01791,0.675,0.006332,34.0,13.125
2002-08-19,0.002125,0.02538,0.9,0.00921,24.28,11.664
2002-08-20,0.00229,0.02379,0.6084,0.01496,16.17,12.164
2002-08-21,0.00387,0.03824,1.039,0.00944,51.4,35.66
2002-08-22,0.002792,0.02812,0.868,0.003626,56.0,27.7
2002-08-23,0.002333,0.026,0.4958,0.006374,55.38,22.12
2002-08-24,0.002542,0.02966,0.5415,0.02042,88.94,48.28
2002-08-25,0.002209,0.03146,0.546,0.02008,79.4,45.16
2002-08-26,0.002792,0.03067,0.7456,0.011,79.0,41.4
2002-08-27,0.002,0.02513,0.4292,0.008545,40.47,19.08
2002-08-28,0.00229,0.03604,0.658,0.02104,63.22,36.56
2002-08-29,0.00229,0.0268,0.4292,0.009544,70.8,29.2
2002-08-30,0.001782,0.01826,0.539,0.002348,28.56,9.87
2002-08-31,0.00175,0.01587,0.2,0.01704,15.54,6.457
2002-09-01,0.001625,0.01525,0.1792,0.03038,13.625,5.832
2002-09-02,0.00225,0.03397,0.646,0.00804,101.6,48.62
2002-09-03,0.002125,0.0323,0.7876,0.010376,171.1,91.4
2002-09-04,0.001833,0.02618,0.55,0.018,81.56,47.1
2002-09-05,0.002167,0.02213,0.45,0.005085,66.44,34.25
2002-09-06,0.001917,0.01926,0.275,0.01904,17.58,7.418
2002-09-07,0.002,0.0203,0.2458,0.02054,24.3,10.79
2002-09-08,0.002916,0.025,0.225,0.02342,30.0,20.08
2002-09-09,0.00375,0.03616,0.421,0.01863,54.0,35.8
2002-09-10,0.003374,0.03096,0.404,0.01587,63.94,33.0
2002-09-11,0.004726,0.0429,0.5044,0.01659,91.4,49.34
2002-09-12,0.003542,0.02916,0.4666,0.002792,73.0,37.34
2002-09-13,0.003458,0.02583,0.3542,0.00446,40.84,16.58
2002-09-14,0.003208,0.0248,0.3416,0.005665,43.22,18.05
2002-09-15,0.0025,0.02042,0.2625,0.00275,40.5,18.17
2002-09-16,0.003,0.02362,0.454,0.003584,35.78,16.8
2002-09-17,0.003584,0.02562,0.5,0.00771,40.56,18.39
2002-09-18,0.00408,0.03363,0.5166,0.00821,65.4,30.14
2002-09-19,0.00404,0.03326,0.533,0.00979,85.5,45.62
2002-09-23,0.004166,0.0273,0.5293,0.01875,55.5,35.16
2002-09-24,0.005543,0.03714,0.471,0.00867,83.7,52.53
2002-09-25,0.004833,0.0355,0.533,0.01129,80.56,49.6
2002-09-26,0.00404,0.03464,0.567,0.01087,76.3,55.38
2002-09-27,0.003334,0.02708,0.4417,0.009125,67.9,42.0
2002-09-28,0.003166,0.02754,0.3042,0.01396,46.03,20.45
2002-09-29,0.002542,0.02795,0.3042,0.01475,41.88,29.78
2002-09-30,0.003626,0.0318,0.4583,0.00996,65.94,51.06
2002-10-01,0.004208,0.03403,0.4375,0.012085,71.3,51.62
2002-10-02,0.003584,0.02567,0.2876,0.01587,54.72,24.44
2002-10-03,0.003626,0.025,0.3083,0.0105,57.88,29.25
2002-10-04,0.004086,0.0376,0.6914,0.006306,80.06,55.44
2002-10-05,0.003918,0.03644,0.55,0.002832,86.3,61.34
2002-10-07,0.004124,0.02014,0.3167,0.016,49.66,24.75
2002-10-08,0.002792,0.0205,0.3792,0.013336,49.75,31.12
2002-10-09,0.00458,0.03033,0.646,0.006332,83.6,59.62
2002-10-10,0.004665,0.03296,0.625,0.005085,86.75,62.16
2002-10-11,0.006626,0.04108,0.575,0.007584,91.56,58.0
2002-10-12,0.00546,0.0396,0.5957,0.006084,101.9,78.8
2002-10-13,0.0045,0.03033,0.475,0.01063,110.56,57.84
2002-10-14,0.005543,0.03075,0.5415,0.003208,118.7,59.4
2002-10-15,0.003666,0.02525,0.3875,0.01738,51.0,32.38
2002-10-16,0.004917,0.0318,0.7207,0.00496,74.8,47.75
2002-10-17,0.00535,0.0381,0.8564,0.003,109.06,81.8
2002-10-18,0.00475,0.03354,0.8667,0.001291,144.1,111.8
2002-10-19,0.002375,0.01542,0.275,0.01729,43.25,12.586
2002-10-20,0.002375,0.01542,0.3,0.01417,9.96,4.207
2002-10-21,0.002739,0.01978,0.4434,0.01426,29.22,11.32
2002-10-22,0.00175,0.02054,0.3667,0.014336,34.0,19.75
2002-10-23,0.0045,0.03372,0.6665,0.0065,46.16,29.62
2002-10-24,0.005585,0.03195,0.65,0.00475,67.25,51.2
2002-10-25,0.00429,0.03104,0.704,0.00225,68.8,44.62
2002-10-26,0.002459,0.02092,0.3792,0.01417,32.47,19.95
2002-10-27,0.001792,0.01888,0.3,0.01596,28.58,15.0
2002-10-28,0.002083,0.0187,0.3708,0.015335,29.83,15.586
2002-10-29,0.003918,0.03064,0.6123,0.0075,47.75,29.0
2002-10-30,0.006207,0.0382,0.975,0.003084,70.6,52.9
2002-10-31,0.006523,0.04007,0.808,0.004665,56.34,51.12
2002-11-01,0.003,0.01941,0.3542,0.01625,39.28,15.836
2002-11-02,0.004665,0.02966,0.4834,0.006,49.6,28.95
2002-11-03,0.003042,0.02017,0.3667,0.01529,40.9,20.42
2002-11-04,0.002542,0.02145,0.3958,0.01404,32.8,15.87
2002-11-05,0.004543,0.0333,0.692,0.00575,46.25,27.05
2002-11-06,0.007,0.0395,0.9,0.002459,88.25,61.56
2002-11-07,0.00829,0.0362,0.6123,0.008705,106.56,67.5
2002-11-08,0.003166,0.01967,0.3625,0.01312,66.44,33.66
2002-11-09,0.004417,0.02379,0.5044,0.01117,36.03,21.81
2002-11-10,0.009,0.02287,0.5874,0.0025,51.16,34.62
2002-11-11,0.00625,0.023,0.6084,0.01317,77.8,113.0
2002-11-12,0.004,0.01058,0.3083,0.01288,80.75,35.12
2002-11-13,0.004166,0.01241,0.2708,0.01192,41.97,17.75
2002-11-14,0.00787,0.02463,0.3916,0.00892,56.5,30.17
2002-11-15,0.005,0.02428,0.375,0.00992,58.9,26.1
2002-11-16,0.005333,0.0163,0.571,0.00579,84.4,39.75
2002-11-17,0.00408,0.01312,0.45,0.00408,46.47,32.28
2002-11-18,0.003834,0.0187,0.296,0.012375,57.38,30.95
2002-11-19,0.00575,0.03238,0.65,0.001041,96.06,54.9
2002-11-20,0.007374,0.04163,0.5415,0.0009584,106.94,72.3
2002-11-21,0.00629,0.03162,0.4458,0.003918,82.1,51.22
2002-11-22,0.007584,0.04474,0.7417,0.001625,116.56,81.94
2002-11-23,0.00892,0.05304,0.679,0.000583,132.0,91.2
2002-11-24,0.007458,0.058,0.7627,0.002459,145.0,104.3
2002-11-25,0.005306,0.0513,0.5303,0.006042,68.5,50.1
2002-11-26,0.005363,0.108,0.8545,0.0015,88.3,65.6
2002-11-28,0.0113,0.0458,0.39,0.0004,100.2,67.2
2002-11-29,0.00892,0.04425,0.5293,4.166e-05,106.2,76.8
2002-11-30,0.005585,0.0477,0.6084,0.001667,108.0,79.56
2002-12-01,0.006416,0.05157,0.7456,0.002083,83.8,57.47
2002-12-02,0.007393,0.05444,0.8086,0.001218,131.6,85.9
2002-12-03,0.007584,0.051,0.6665,0.0004168,123.94,74.44
2002-12-04,0.01033,0.05246,0.671,0.003334,108.94,74.5
2002-12-05,0.00671,0.03806,0.521,0.001416,150.1,73.3
2002-12-06,0.00646,0.03976,0.4583,0.0008335,83.0,42.66
2002-12-07,0.004917,0.02863,0.3,0.004623,53.0,28.33
2002-12-08,0.001833,0.02217,0.3,0.01033,10.836,6.727
2002-12-09,0.0025,0.02545,0.2834,0.01471,41.62,20.62
2002-12-10,0.00509,0.02882,0.3652,0.013306,35.22,20.7
2002-12-12,0.003208,0.0397,0.646,0.0065,59.16,30.83
2002-12-13,0.00796,0.05154,0.8584,0.0006666,99.6,70.94
2002-12-14,0.00679,0.0724,0.967,0.001125,154.1,105.7
2002-12-15,0.005123,0.04007,0.571,0.0009584,75.8,60.6
2002-12-16,0.003918,0.03177,0.658,0.001792,83.5,75.7
2002-12-17,0.003084,0.03488,0.7334,0.002375,99.5,76.94
2002-12-18,0.00396,0.03946,0.7793,0.001959,111.7,86.94
2002-12-19,0.003374,0.01762,0.5957,0.001416,80.94,58.0
2002-12-20,0.00525,0.0203,0.75,0.001166,81.3,56.6
2002-12-21,0.003208,0.02692,0.6294,0.003,83.3,46.5
2002-12-22,0.001041,0.02171,0.3542,0.00987,19.0,9.164
2002-12-23,0.001458,0.02692,0.5957,0.002167,29.25,17.7
2002-12-24,0.00225,0.02638,0.4126,0.0055,34.16,34.16
2002-12-25,0.00175,0.02017,0.3792,0.013916,50.16,35.5
2002-12-26,0.001458,0.02208,0.4583,0.014,38.62,23.22
2002-12-27,0.003347,0.03275,0.6133,0.006565,49.6,36.75
2002-12-28,0.00575,0.03745,0.8374,0.002083,105.6,77.3
2002-12-29,0.004707,0.03275,0.5415,0.00475,81.0,50.53
2002-12-30,0.00408,0.03854,0.942,0.0004582,97.7,74.44
2002-12-31,0.00479,0.03128,0.6377,0.00496,77.3,59.72
2003-01-01,0.003458,0.02263,0.454,0.01637,66.1,46.66
2003-01-02,0.003666,0.0348,0.7373,0.00458,71.94,58.0
2003-01-03,0.00408,0.0318,0.696,0.00375,88.9,67.3
2003-01-04,0.003792,0.01984,0.4084,0.013794,82.9,59.03
2003-01-05,0.001792,0.01358,0.3416,0.0188,39.53,22.95
2003-01-06,0.002459,0.03062,0.808,0.003792,57.22,40.66
2003-01-07,0.005,0.03943,0.941,0.001,111.1,85.7
2003-01-08,0.004543,0.03967,0.92,0.001478,110.25,88.3
2003-01-09,0.00675,0.03287,1.0,0.0009165,126.2,104.06
2003-01-10,0.006,0.02669,1.066,0.0015,167.8,139.9
2003-01-11,0.005085,0.02559,0.8833,0.0009584,186.4,122.6
2003-01-12,0.00579,0.02138,0.625,0.002209,97.5,74.44
2003-01-13,0.006218,0.035,0.8,0.002392,177.2,133.1
2003-01-14,0.003292,0.0222,0.5,0.00833,99.44,52.9
2003-01-15,0.004623,0.0367,0.658,0.002542,68.06,40.78
2003-01-16,0.0055,0.04062,0.8623,0.001667,75.44,49.62
2003-01-17,0.00479,0.03967,0.7544,0.001125,69.7,48.5
2003-01-18,0.006668,0.0405,0.625,0.001125,91.3,69.0
2003-01-19,0.00496,0.03354,0.5376,0.003542,83.8,60.97
2003-01-20,0.00446,0.0343,0.679,0.005,79.4,53.72
2003-01-21,0.005165,0.03433,0.6665,0.004665,78.1,47.4
2003-01-22,0.003666,0.0379,0.7207,0.000875,62.72,47.12
2003-01-23,0.004,0.0351,0.5835,0.006126,68.3,49.84
2003-01-24,0.00375,0.03796,0.683,0.004,77.6,48.28
2003-01-25,0.003666,0.04514,0.717,0.001125,106.44,71.3
2003-01-26,0.002874,0.0317,0.558,0.001041,52.75,34.78
2003-01-27,0.002916,0.02834,0.5044,0.00458,51.72,31.17
2003-01-28,0.002708,0.02354,0.4126,0.008415,50.12,24.33
2003-01-29,0.00175,0.01921,0.4875,0.0095,81.2,27.12
2003-01-30,0.002916,0.02983,0.6626,0.0025,49.12,29.88
2003-01-31,0.003918,0.02817,0.5415,0.00575,53.75,35.25
2003-02-01,0.003374,0.0245,0.571,0.004543,68.1,42.84
2003-02-02,0.00375,0.0358,0.6626,0.003084,72.44,55.4
2003-02-03,0.00375,0.04138,0.7456,0.001458,63.9,46.34
2003-02-04,0.003876,0.03528,0.6,0.003416,54.5,36.84
2003-02-05,0.005165,0.03665,0.5166,0.00929,70.94,43.12
2003-02-06,0.006916,0.04086,0.5166,0.00887,63.97,37.84
2003-02-07,0.00835,0.04373,0.3914,0.000913,50.44,39.2
2003-02-08,0.001959,0.03766,0.5083,0.003458,47.4,36.75
2003-02-09,0.003584,0.04315,0.6333,0.00125,83.56,64.5
2003-02-10,0.002958,0.033,0.404,0.00596,90.6,63.1
2003-02-11,0.001375,0.0235,0.2834,0.01346,64.2,35.12
2003-02-12,0.003292,0.02846,0.3833,0.01342,42.9,21.55
2003-02-13,0.013374,0.03726,0.592,0.01246,75.2,60.03
2003-02-14,0.01171,0.05045,0.683,0.010376,147.4,104.44
2003-02-15,0.00671,0.0538,0.5835,0.006042,99.44,66.56
2003-02-16,0.00829,0.0455,0.6377,0.01079,87.6,64.44
2003-02-17,0.01246,0.05905,0.7456,0.00175,139.2,106.3
2003-02-18,0.010956,0.06174,0.6045,8.696e-05,123.6,95.0
2003-02-19,0.00963,0.05,0.5625,0.004623,155.0,107.1
2003-02-20,0.00496,0.0391,0.3792,0.01175,57.0,40.12
2003-02-21,0.005207,0.05133,0.45,0.001,78.25,56.84
2003-02-22,0.002666,0.02562,0.3542,0.01825,14.875,7.793
2003-02-23,0.003166,0.01796,0.3416,0.02817,29.7,17.12
2003-02-24,0.006542,0.04068,0.55,0.00625,66.94,57.9
2003-02-25,0.01288,0.0506,0.6123,0.003918,185.6,124.56
2003-02-26,0.010414,0.05887,0.625,0.003584,204.1,111.06
2003-02-27,0.004707,0.03262,0.3125,0.01563,91.2,45.9
2003-02-28,0.004623,0.0429,0.3542,0.0105,64.6,45.0
2003-03-01,0.005707,0.03845,0.4458,0.013,82.2,62.56
2003-03-02,0.00958,0.0349,0.5,0.01625,141.0,95.94
2003-03-03,0.002916,0.01804,0.2917,0.02483,71.75,26.83
2003-03-04,0.002832,0.02733,0.3523,0.01642,53.1,20.33
2003-03-05,0.004665,0.04108,0.454,0.003,73.8,41.84
2003-03-06,0.003208,0.0322,0.2625,0.00867,46.62,26.5
2003-03-07,0.002958,0.0342,0.3833,0.008,19.12,13.7
2003-03-08,0.00325,0.0397,0.3916,0.00958,45.34,31.88
2003-03-09,0.003792,0.04218,0.475,0.004375,61.66,45.22
2003-03-10,0.002792,0.03317,0.3333,0.01442,52.38,29.42
2003-03-11,0.003174,0.03888,0.413,0.01252,47.8,27.3
2003-03-12,0.005417,0.04993,0.4624,0.011665,78.56,50.22
2003-03-13,0.00596,0.05563,0.5874,0.01146,89.1,67.44
2003-03-14,0.00846,0.06122,0.5166,0.005123,110.1,80.9
2003-03-15,0.009544,0.0648,0.592,0.006958,120.6,94.8
2003-03-16,0.003876,0.03705,0.404,0.01117,64.8,56.53
2003-03-17,0.00275,0.03387,0.3584,0.01596,30.17,20.42
2003-03-18,0.004833,0.04132,0.4624,0.01383,66.2,43.53
2003-03-19,0.005627,0.0506,0.5,0.0115,67.2,38.47
2003-03-20,0.00787,0.06247,0.5957,0.006874,105.0,68.1
2003-03-21,0.00525,0.0446,0.3833,0.02109,94.8,64.25
2003-03-22,0.005043,0.0455,0.4417,0.01971,76.94,53.1
2003-03-23,0.01079,0.06146,0.575,0.01258,133.6,87.3
2003-03-24,0.00775,0.05847,0.525,0.00816,114.9,80.25
2003-03-25,0.005665,0.04004,0.5,0.02092,129.9,94.3
2003-03-26,0.00904,0.042,0.522,0.02074,186.1,129.9
2003-03-27,0.003626,0.02663,0.4084,0.02296,137.0,62.4
2003-03-28,0.003334,0.02855,0.375,0.0183,108.2,44.1
2003-03-29,0.00808,0.0438,0.4792,0.00821,106.4,47.66
2003-03-30,0.00733,0.03946,0.4126,0.0227,76.75,44.6
2003-03-31,0.005043,0.04184,0.4333,0.01496,103.56,65.0
2003-04-01,0.003042,0.02425,0.3333,0.03714,75.56,33.9
2003-04-02,0.00275,0.0208,0.3,0.03543,45.5,27.6
2003-04-03,0.002666,0.0328,0.4333,0.02995,59.0,27.77
2003-04-04,0.004665,0.03766,0.4126,0.02496,78.06,54.97
2003-04-05,0.00408,0.0351,0.521,0.03046,66.7,39.72
2003-04-06,0.007084,0.03476,0.533,0.0363,85.56,62.53
2003-04-07,0.00459,0.04846,0.5684,0.02208,73.8,61.4
2003-04-08,0.002832,0.03087,0.4,0.02405,74.9,50.9
2003-04-09,0.002625,0.03055,0.3792,0.01542,69.75,39.03
2003-04-10,0.003084,0.04178,0.45,0.01004,54.12,39.94
2003-04-11,0.002542,0.04285,0.4666,0.006832,44.88,39.66
2003-04-12,0.003042,0.03464,0.546,0.01092,74.56,45.4
2003-04-13,0.004417,0.03665,0.5376,0.01709,150.9,70.5
2003-04-14,0.004417,0.04996,0.6167,0.01321,109.94,48.34
2003-04-15,0.006207,0.05432,0.671,0.01642,116.94,56.97
2003-04-16,0.00671,0.05942,0.675,0.01991,122.8,66.7
